Y
2.677
3.48
4.153
2.771
3.487
1.613
1.179
2.582
2.948
3.133
1.098
4.008
1.745
1.58
2.519
3.643
4.27
2.835
3.161
1.808
3.21
1.278
1.836
2.555
1.594
1.288
0.436
2.305
2.878
1.563
1.508
2.449
4.18
2.746
3.674
3.811
1.571
1.824
0.81
2.484
3.3
2.283
3.131
1.879
1.137
3.513
2.574
3.015
2.732
3.224
1.477
1.573
3.268
1.692
1.575
4.374
2.088
1.955
3.046
1.118
2.915
2.948
3.618
2.835
4.026
1.942
1.593
1.369
1.361
1.716
3.538
4.123
3.617
3.222
2.887
2.532
4.816
2.735
1.216
2.277
1.244
3.23
1.464
3.503
4.534
2.467
1.447
2.415
4.165
0.85
3.174
2.693
2.186
3.084
2.333
4.047
0.785
2.493
3.909
2.598
2.539
2.962
2.855
3.166
2.252
2.187
1.69
4.433
1.519
2.78
3.621
2.958
3.886
2.484
1.24
1.668
4.493
0.876
2.177
3.692
3.485
2.496
1.748
3.226
3.425
3.593
2.337
2.748
3.398
2.616
3.533
3.424
3.471
1.973
3.118
1.847
2.077
1.246
3.809
3.662
1.479
1.557
2.917
2.672
2.331
2.113
2.08
4.067
2.231
2.367
4.458
4.17
3.658
1.116
1.763
2.588
1.968
2.408
2.415
0.757
2.743
2.969
0.571
3.063
2.162
2.673
2.959
2.328
1.525
3.707
2.127
2.391
1.335
1.642
1.793
2.544
4.068
4.32
1.307
3.493
0.974
1.947
2.844
1.746
3.536
3.155
2.884
1.301
3.672
2.362
1.289
1.223
3.272
2.799
1.724
3.569
3.39
3.32
4.047
3.212
3.053
2.174
3.336
2.611
2.885
1.812
3.392
3.835
2.533
2.227
0.956
3.143
2.839
2.879
3.038
1.381
2.84
1.48
3.96
2.396
4.185
3.22
1.799
2.585
2.304
1.282
3.049
3.28
4.079
3.407
1.753
3.122
0.772
1.194
0.121
2.143
3.632
3.148
0.86
4.577
4.044
2.849
2.567
1.235
2.45
3.022
3.121
1.01
3.937
0.95
3.367
1.831
1.538
2.393
1.894
2.55
2.549
3.299
1.77
2.114
3.473
3.673
3.228
4.087
2.569
1.149
3.185
1.147
1.187
3.611
2.142
2.019
1.365
2.798
1.378
2.227
3.186
0.65
1.567
0.871
3.976
3.586
1.433
3.974
0.863
1.753
2.374
2.335
3.304
3.121
1.114
1.243
2.626
1.653
3.392
2.216
2.716
1.986
2.612
0.704
1.854
3.165
2.102
3.163
2.529
2.058
2.079
0.835
1.844
3.077
3.02
1.124
3.015
1.404
3.204
3.319
1.628
1.585
2.366
1.298
3.175
2.71
2.566
4.392
1.281
2.621
3.134
2.653
3.143
1.37
1.435
3.674
3.569
2.655
3.333
2.485
1.899
4.157
3.027
3.233
3.12
1.171
3.226
3.108
2.755
2.042
1.931
3.818
2.675
2.294
3.199
2.434
2.588
1.954
1.791
3.434
1.98
2.644
3.658
4.033
2.041
1.436
3.31
2.245
3.471
0.796
2.406
1.87
